ID,indice
10092833,3.704092328
1201232,3.703856762
1210159,3.703740578
10132433,3.703616418
10758456,3.702775038
10172134,3.700596608
1201750,3.700468835
10510598,3.700307187
10856875,3.700190837
10519216,3.699771232
10990454,3.698871681
10221716,3.69882408
1206218,3.698193622
10903322,3.697590056
1201111,3.696866392
10960987,3.696788869
10659915,3.695406161
10516186,3.695068937
10813712,3.694817454
11026026,3.694793237
10428923,3.693519214
10425684,3.692853674
10341147,3.692822874
10281117,3.692568777
10850948,3.69211278
10819520,3.691635224
10020837,3.691226487
10020837,3.691226487
10933838,3.691138326
10208442,3.690461048
10924860,3.690196151
10109192,3.690041228
10788651,3.689989699
10914421,3.688877797
10812161,3.688452687
10643516,3.688449103
11011963,3.688085081
10337962,3.687802001
10913933,3.685981903
10670282,3.685730707
10147560,3.685347637
1203753,3.685251789
10706281,3.684504642
10478193,3.684361312
10886721,3.684173075
10375214,3.683731945
10771463,3.683675537
10789230,3.682589377
10903316,3.681575789
10275368,3.681021376
10803644,3.679874658
10785148,3.679590472
10210657,3.679090266
10076048,3.678892078
10985526,3.678821903
10708480,3.678651702
1210016,3.678648054
10808810,3.677943742
1290265,3.676982729
10761847,3.676695318
10510598,3.675330889
10928310,3.675197178
10729843,3.673627681
10785150,3.672986538
10618084,3.671977392
10741077,3.671312818
1201783,3.671200066
10474037,3.670606387
10015716,3.670373282
10622623,3.669355257
10644886,3.669301838
10684789,3.669251043
10937964,3.669089067
10182474,3.668963237
10813228,3.667320311
10806867,3.666389294
1202439,3.665833575
10563065,3.665714857
10177788,3.66544946
10913921,3.664635451
10813257,3.664434651
10715121,3.664391342
10855409,3.664284525
10693186,3.664159144
10417510,3.66406763
10933826,3.663810054
10060187,3.663599587
10442546,3.663472614
10914405,3.663354804
10663971,3.663244722
11013558,3.6625395
10921777,3.66253691
10894783,3.662298872
10776386,3.661504771
10359014,3.661249789
10046807,3.660668244
10451515,3.659516777
10823620,3.659339002
10421761,3.656897557
10779670,3.656701026
10891779,3.656313399
10903311,3.656115779
10806925,3.656081438
10583745,3.655718449
10177788,3.65550203
10827773,3.654989476
10956603,3.654803857
1200003,3.654757206
10784628,3.653937751
10371149,3.653605049
10466135,3.653284763
10172226,3.653155527
10518768,3.65229544
10998681,3.652242893
10029640,3.651396603
10730941,3.650551242
1200928,3.650473783
1201667,3.650385843
10996590,3.65007282
10784317,3.649865116
10835216,3.649136597
10421289,3.648104858
10933843,3.647751247
10964864,3.64773388
10814287,3.647693735
10837791,3.647184054
10750129,3.646273757
10556768,3.646057324
10975040,3.644100775
11021915,3.643063607
10751196,3.641955228
10816357,3.641869272
10645120,3.641790071
1204721,3.640949832
10243042,3.640618162
10969711,3.64032111
10964864,3.639784455
10823620,3.639549321
10042924,3.639375209
1290361,3.638488921
10810378,3.638421494
10964855,3.637724817
10818898,3.637014567
10015232,3.636554746
10487879,3.636118919
10052303,3.635727591
10906512,3.635330766
10433311,3.634650076
10933829,3.634010645
10182480,3.633961375
10201019,3.633854494
10738762,3.632775984
10784774,3.632598719
10492687,3.632405963
1204130,3.632267087
10737106,3.631465781
10428016,3.630747262
10179763,3.630501442
1290347,3.630498924
10901042,3.630108103
11026221,3.630038559
10119945,3.629862766
10487840,3.629804755
10738447,3.628729103
10999307,3.628193232
10496028,3.62606372
10600601,3.625839396
10747515,3.625597433
10991465,3.624965953
11032134,3.623903304
10599331,3.622590083
10910325,3.622368103
10910325,3.622368103
10605450,3.622156554
10224381,3.621964327
10740424,3.620336493
10477048,3.619615731
10823239,3.619107381
10199717,3.61889051
10412097,3.617927623
10819885,3.616852145
1200946,3.61670984
10694027,3.616498507
10961034,3.615730204
10810383,3.615678944
10910314,3.615674847
10016092,3.615010776
10843339,3.614940706
10961003,3.61432224
10823001,3.614303411
10940746,3.614095703
10790948,3.614072796
10910337,3.613618365
10449503,3.613436512
10762197,3.613318975
10809747,3.6131184
10358270,3.611607415
11021508,3.611584067
10913904,3.611148191
10761544,3.611145177
10137051,3.611047095
11027212,3.610946001
10453165,3.610573084
10605450,3.609958578
10819547,3.60985209
10941438,3.609617711
10045556,3.608251855
10467969,3.608243298
10371325,3.608097633
10755255,3.607934732
10583764,3.607792458
1205716,3.605844271
10487840,3.605732362
10751197,3.604754091
11011969,3.604129926
10871736,3.603801637
10816496,3.603728397
10808815,3.602923946
10171259,3.602852241
11001766,3.601865295
10392134,3.601363054
10492686,3.600928186
10098168,3.600896181
10819546,3.600727979
10015196,3.59971242
10755255,3.598472286
1200584,3.598383943
1204722,3.598138659
1201733,3.59735042
10793953,3.596846374
10759390,3.596516065
10921714,3.596207953
10784779,3.595338065
10684789,3.595190748
1201657,3.594133286
1204480,3.594089968
11033665,3.593553595
11005794,3.59339193
10913927,3.593308851
10906514,3.59316845
1204136,3.592584355
10474037,3.591545295
10584053,3.590712789
10783064,3.590398369
10773479,3.590344709
10371983,3.587384355
10802683,3.58674607
10615970,3.586733029
10994931,3.586693929
10171259,3.586666666
11017948,3.586513024
10536835,3.586288873
1204316,3.586185326
10795000,3.586160394
10784304,3.585544261
10398043,3.585057343
10508929,3.584974416
10981641,3.584842978
10783080,3.584152678
10835487,3.583771689
10625000,3.582344011
10475115,3.580989284
10866643,3.580557721
10710613,3.579987257
10961003,3.579537772
10476000,3.579462112
10438764,3.577321862
10227011,3.577167764
10956613,3.576632075
10749550,3.575365896
10503036,3.575151687
10847660,3.573511962
10706285,3.573324721
10749550,3.573060971
1206218,3.572809075
10935399,3.572724176
10985527,3.571907288
10211073,3.571750962
10910311,3.571308081
10883213,3.571095341
10917731,3.570732037
10958213,3.570021904
10682947,3.570017669
10740405,3.569867399
10433358,3.568095112
10082346,3.567015064
10875615,3.566609967
10657035,3.566578632
10600016,3.566131283
10835793,3.5660177
11030379,3.565920536
10941426,3.565844203
10816495,3.56556651
10029315,3.565226394
10460064,3.564985233
10960999,3.56371454
10194103,3.561806598
10194103,3.561806598
10835211,3.561387197
10779227,3.558916725
10937968,3.55878117
10740390,3.558315131
10874813,3.557860202
10371983,3.557260485
1201026,3.557072786
10826369,3.556157586
10279144,3.555066236
10921701,3.554906702
10684789,3.554239151
10720691,3.553575823
10730854,3.55125464
1202499,3.550469457
10171259,3.550389494
10765319,3.548023248
10673450,3.547472255
11030038,3.547323023
10918826,3.546030867
10146951,3.543835267
10750503,3.542950868
10312257,3.541846258
10769378,3.541593469
10125388,3.540506318
10201453,3.540300196
10454882,3.540134772
10813215,3.540016782
10764145,3.539917767
10917733,3.539605427
10523417,3.53919206
10683827,3.539068003
10170383,3.538471082
10820351,3.53832393
10793953,3.537762999
10646787,3.537504255
10605621,3.537230033
10729811,3.537088687
10990152,3.535870473
10917789,3.535661199
10809319,3.535636269
10994899,3.535229495
1205423,3.534465094
10171259,3.534203919
10702820,3.533565568
10892066,3.533536433
10871737,3.532619567
10883213,3.531576557
10590032,3.530453411
10880071,3.530098645
10921701,3.528738998
10937968,3.528645052
10964868,3.527566358
10969700,3.527391545
10982371,3.527193632
10466135,3.526979722
1202919,3.524669819
10353618,3.524389259
10956587,3.524284747
10090436,3.52424539
10646787,3.524045379
10813215,3.522701121
10917723,3.522221353
10822488,3.521610618
10894770,3.520704016
1200724,3.519852746
10720690,3.519776251
10822981,3.519559828
10861597,3.518994054
10867420,3.518818613
10819516,3.518666845
10948003,3.518537212
10015304,3.518393947
10406162,3.517242133
10510599,3.517177886
10935399,3.517162479
10584462,3.516932029
10964873,3.516007877
1290282,3.514807473
10386005,3.514748128
10816506,3.514266627
10737097,3.514022413
10663334,3.513228033
1203948,3.512710168
10026180,3.512060691
1204415,3.511903949
10580176,3.510896938
10274413,3.510623437
10958205,3.510113385
10519210,3.507811537
10179685,3.507117218
10224708,3.506503487
11020010,3.505944783
10549095,3.505345733
10903331,3.50316419
10711171,3.503107377
10026180,3.502093084
10247571,3.501053039
10974368,3.500933207
10816504,3.500552255
10710631,3.499991897
10433736,3.49969137
1201109,3.499638986
10030718,3.499406328
10680349,3.499128634
10743451,3.498290484
10643466,3.498244036
1204226,3.497634066
10015304,3.497572052
11032642,3.497037928
11053005,3.496371832
10214300,3.496080207
1206452,3.495231323
10552733,3.494817287
10877038,3.494238028
10593062,3.493969079
1210335,3.493139639
10656580,3.490920127
10856120,3.490881563
10461335,3.490552525
10389980,3.488613165
11014959,3.487497281
10599055,3.487245247
10892069,3.487231158
10305338,3.486678521
10266636,3.486416526
10816817,3.486083583
10761249,3.482610579
1201657,3.482425083
10921698,3.482243748
1204908,3.481774606
10782836,3.481750495
10994923,3.479135463
10764380,3.47901963
10747127,3.478615562
11026537,3.477829941
11026675,3.477418284
10747505,3.476957784
10913922,3.476129116
10395742,3.47605663
11014958,3.475979131
10850947,3.473727086
10686832,3.473550304
11004898,3.471927657
10720360,3.47101384
10759467,3.470600613
10284987,3.470302794
10539289,3.468657444
10725711,3.467727266
10044233,3.467086042
10903321,3.465929063
10653863,3.465482516
1202643,3.464453919
10864883,3.464300561
10840745,3.463653596
10968910,3.462706718
10077143,3.462192409
10147495,3.460699949
10888553,3.460215931
10994939,3.460089077
10371931,3.460000203
10848094,3.459252432
1202917,3.458964275
10370947,3.458711004
10157505,3.45755782
10830505,3.454693192
10847660,3.454612722
10826795,3.454288496
10750537,3.45418573
1210540,3.453570076
11021901,3.453388938
10938100,3.452288882
10758469,3.449948638
10030809,3.449746565
10979240,3.449320829
10663977,3.447366343
10230051,3.446535316
10051510,3.445971234
10844874,3.444525333
1204056,3.444104687
10653719,3.443384677
10903321,3.442917654
11033620,3.44230538
10898674,3.441830348
10328687,3.441648871
10880033,3.441359338
10903312,3.439996933
10017042,3.439996919
10017042,3.439996919
10961033,3.439956426
10871749,3.439347506
1206090,3.438308727
10705555,3.436792566
10823005,3.436486652
10358749,3.435746756
10182486,3.435045111
1204462,3.434596999
10844875,3.432250273
10898674,3.430846743
10776368,3.430681279
10813192,3.430042945
10686050,3.429942895
10828175,3.429196905
10707201,3.429136585
10576580,3.427423937
10561009,3.427132035
10358749,3.424955209
10894777,3.424266176
11004895,3.423722729
1205024,3.423486983
10979239,3.423133418
10985530,3.423109979
10576760,3.422490859
10684137,3.420500901
10816820,3.419369035
10816820,3.419369035
1202917,3.417352342
10529445,3.416637113
10847658,3.416616156
10977934,3.416526925
10535981,3.415691291
11021890,3.415094271
1202499,3.413941258
10214372,3.411129879
10779227,3.410887772
10370793,3.409703228
10765315,3.408905604
10684146,3.408454969
10736803,3.408135093
10125167,3.408048435
11001816,3.40756888
10828175,3.407100147
10643566,3.404820446
10864564,3.401734807
10835489,3.400598896
10374389,3.400435342
10683778,3.400195938
10750131,3.39867204
11021890,3.398260047
10856135,3.397271218
1204049,3.396727866
1210152,3.395772438
10589677,3.395236627
10847289,3.395039894
10810402,3.394156098
10328687,3.392544404
10981648,3.392508285
10892069,3.391883071
10990148,3.390750394
10899093,3.390332534
10951376,3.390163393
10558462,3.389684432
10750534,3.38939728
10353294,3.38931114
10278637,3.388920099
10729190,3.388562409
10816426,3.388160888
1200541,3.387656788
11038606,3.387594242
10765305,3.386885979
10877520,3.386761352
10956943,3.38667413
10888516,3.386665043
10720689,3.386271658
10796523,3.3829914
10899115,3.382119167
10446128,3.381731102
10686884,3.380929367
10500051,3.38071471
10964169,3.380486632
10417336,3.378049695
10747510,3.377981394
10278637,3.377576611
10309582,3.377519136
10985826,3.377335813
10098020,3.376826368
1206125,3.376236929
10960986,3.376041182
10801745,3.375960747
10441371,3.375152456
10816405,3.375102196
10956607,3.374790476
10991460,3.37460354
1201755,3.374312715
10366477,3.374133213
10737104,3.373219212
10041212,3.373002149
10964869,3.372998005
10563355,3.372325199
10354284,3.371949501
10684151,3.370396004
10809287,3.370055928
1200907,3.369797607
1201949,3.369162257
10134681,3.366914114
10385659,3.366237319
11000731,3.36551042
10287262,3.363330418
10609920,3.363262254
10750884,3.362899265
10910315,3.362313393
10998646,3.362134025
10536836,3.362030328
10653870,3.361208694
10629797,3.360737594
10848084,3.360066283
10909644,3.359803146
11008456,3.359100665
10764375,3.358745897
10277566,3.358488336
10044230,3.35768279
10558462,3.356831103
10743470,3.355328792
10694531,3.354418958
10761880,3.353812482
10864563,3.352161677
10783089,3.351679532
10964168,3.351182648
10275363,3.351161802
10279224,3.350728074
10903314,3.35046592
10898685,3.349584247
10880048,3.349440406
10844849,3.347203027
10391359,3.347056017
10016519,3.346489864
10642179,3.346458557
10694533,3.346154567
10040799,3.344496711
10568428,3.344112966
10298996,3.34362401
10956948,3.343474067
10819552,3.342910146
10738753,3.342858395
11047175,3.341890147
10723966,3.341729413
10045494,3.341508443
10309582,3.34093005
10933810,3.340540449
10835798,3.340519069
10910305,3.340292546
11001788,3.339628098
10840755,3.337412844
10969705,3.33730363
10502573,3.337269138
10803460,3.337175542
10830501,3.336435488
10015273,3.336430633
10813271,3.335187915
1290314,3.335039827
10015209,3.334950052
10485244,3.332850222
1205535,3.332138795
10258820,3.33182891
10492373,3.331821008
10810376,3.331384575
10675892,3.330713334
11001788,3.330374792
10813191,3.33009399
10703420,3.329677539
10998653,3.327785633
11004898,3.327382396
10426337,3.32676714
10806933,3.325344937
10796675,3.325119166
10168513,3.324937494
1201243,3.324835936
10090973,3.323798777
10952454,3.322489592
1210035,3.322254561
10819550,3.318386438
10814011,3.317255022
10902607,3.317198835
10810376,3.31711588
10663331,3.316325967
10803462,3.316257519
10813265,3.315962286
10856708,3.315501076
1204053,3.314414801
10809314,3.313794807
10371157,3.313380055
11017942,3.313246477
10095126,3.312728645
10719043,3.311977629
10243213,3.311744999
10917775,3.311360325
10928299,3.310757889
10803644,3.307575705
11018417,3.306352279
10412964,3.305920436
10730187,3.304490382
10614486,3.303627012
10809314,3.303351851
1204545,3.303288238
10729813,3.303270949
10663344,3.302661351
10097878,3.301990585
10837786,3.301956918
10933823,3.301330129
10800514,3.300582554
10709811,3.300356321
10957653,3.297634495
10947998,3.297538629
10576763,3.296786471
10924859,3.296532677
10861852,3.295788669
10844837,3.295588643
10692521,3.294736843
10614486,3.294345155
10769586,3.293290865
10224092,3.293237723
11030134,3.292507355
10490929,3.291834796
10605469,3.291379604
10784631,3.290384751
10497333,3.290185095
11017942,3.288938682
10599307,3.287306656
10933790,3.286243868
10677075,3.285793271
10826828,3.285256523
10641554,3.285050034
10892747,3.284694632
10998649,3.284288178
10844872,3.284004838
10765301,3.281545468
1205086,3.281192327
10677075,3.281023315
10601630,3.280647289
10814009,3.278674747
1202566,3.278380299
1204220,3.276838864
10694531,3.2763712
10844872,3.274710414
10924864,3.274415165
10810362,3.273911692
1205349,3.273869989
10990414,3.273783411
1201060,3.273419564
10823234,3.27300793
10822707,3.272714109
10823230,3.27261273
10886728,3.272099563
10144556,3.271936107
10432170,3.271398445
10888542,3.271207642
10750884,3.271124151
11009544,3.271110404
10898681,3.271006421
10690779,3.270837926
10813244,3.270676869
10764367,3.270371481
10176660,3.270228735
10416796,3.265647816
11011974,3.265413457
10587473,3.265260873
10730981,3.264716817
10292903,3.262081426
10052849,3.260648687
11020300,3.26025359
10052849,3.25925712
10230058,3.258418478
10342157,3.258166775
10858051,3.257132556
10761420,3.256354834
10742917,3.255681652
10985528,3.254573566
11008800,3.254382639
10652068,3.253967213
11021444,3.253842594
10542686,3.253121427
10823230,3.250878936
10574601,3.250451908
10847016,3.250002749
10877060,3.249054987
10784317,3.247566883
10583739,3.246850865
10791099,3.244154443
10784631,3.244014942
1200556,3.241989796
10643451,3.241878615
10119837,3.239890908
1206204,3.238755799
10410467,3.238398094
10956598,3.237945931
10254277,3.237661062
1206204,3.236519146
10894524,3.235443495
10295259,3.235355385
10465820,3.235335905
10717899,3.234615182
10317672,3.234489402
1206884,3.23216211
10609214,3.231051834
10769373,3.229750262
10947410,3.229701699
10784632,3.22821185
10463455,3.227284517
10829463,3.226626998
10803643,3.226146322
11030535,3.225815259
10964863,3.224654344
1203769,3.222585867
10800321,3.221423745
1203769,3.219378644
11033620,3.218204619
10709803,3.215319361
10947410,3.214384008
10750505,3.213756362
11035157,3.211701258
10769263,3.211104337
1203769,3.210762954
10947998,3.21002779
10793033,3.209118407
10806928,3.208563353
10952447,3.207365314
10769378,3.206641581
10847717,3.206265024
10933822,3.206076621
10700623,3.203623751
10861594,3.203619575
10543626,3.203340504
10813713,3.202724075
10761869,3.201930029
10650863,3.201821504
1204452,3.201104405
10948006,3.200665887
10866418,3.200427916
10761865,3.197725129
10571389,3.197553184
10809619,3.196770355
10667598,3.191792013
10880026,3.191033506
10769294,3.190859591
10672917,3.190576806
10820340,3.190113002
10143902,3.189258281
1290378,3.189191402
10627651,3.189154321
10956616,3.188921969
10913953,3.188478867
10823235,3.187316378
10878925,3.184330681
10928256,3.183945101
10484844,3.183307612
10683824,3.182706944
10710617,3.181298592
10840985,3.180224093
10856685,3.17987792
10810350,3.179864385
10906528,3.179475671
1202067,3.179152612
10985818,3.178850085
10933830,3.178780381
10607766,3.178733834
10638488,3.177264378
10956615,3.177201532
10791112,3.176867438
10973765,3.176724113
10670566,3.175869451
1201750,3.175135648
10977938,3.174587032
10856116,3.174117767
10830752,3.173707529
10871744,3.173689392
10800522,3.173499883
1204452,3.17273725
11030790,3.172457102
10956611,3.171692928
10714870,3.170347201
10723992,3.170334787
10590722,3.169039569
10263422,3.168922533
11009863,3.168815427
10709803,3.168814351
11030467,3.167883237
10882889,3.167702938
1204025,3.165810232
1203903,3.165522118
10709803,3.164894132
10975041,3.164481782
10924350,3.163490146
11020311,3.163076123
11030984,3.16231719
10833904,3.161848447
11008808,3.161515322
10228201,3.1613167
