Numero de Empleado ,Conocimiento del entorno empresarial,Practica lo que se predica,Enfoque a resultados,Conocimiento de si mismo,Cooperación proactiva,Iniciativa
10709803,3.6,3.8,3.8,3.6,3.6,3.6
10095189,4.8,4.8,3.6,3.6,4.7,4.3
111111,3.2,4.2,4.2,3.2,3.7,3.7
10548809,4.3,4.8,4.8,3.8,4.8,4.7
10761861,3.8,3.8,3.6,3.8,3.8,3.8
10928236,2.8,3.8,3.6,3.8,3.6,2.6
10507904,3.8,3.8,3.8,3.8,3.8,3.8
10956948,4.6,4.7,2.6,3.1,2.4,2.6
10952456,2.7,4.8,3.8,3.7,3.6,3.3
10844837,4.3,4.8,4.8,4.3,4.3,4.8
10835490,4.6,4.6,3.8,3.6,3.6,3.1
11021907,4.6,4.7,4.6,4.6,4.6,4.6
1203759,4.8,4.8,4.8,4.7,4.8,3.7
11021510,3.8,4.8,3.8,4.3,3.8,4.7
10029315,3.3,4.8,3.8,3.8,3.8,4.3
10640794,3.8,4.8,4.8,4.8,4.3,4.8
11008800,3.8,4.8,3.8,3.3,4.3,3.8
10856116,4.3,4.8,3.8,3.8,4.8,3.8
10994938,3.6,4.3,3.6,3.8,3.6,3.6
10581834,2.6,4.3,3.6,3.2,4.3,3.1
10686884,2.7,3.8,2.6,2.7,2.6,1.6
10609942,3.1,3.8,3.8,2.8,3.8,3.6
10822707,3.8,4.8,4.8,4.3,4.8,3.8
11011970,4.3,4.8,3.8,3.8,4.8,4.7
10844847,4.6,4.7,3.6,3.6,3.6,3.6
10546115,4.6,4.7,4.6,4,3.6,4
10663344,4.7,4.8,4.6,4.6,4.8,4.7
10697216,4.8,4.8,4.8,4.8,4.3,4.8
10076267,3.8,4.8,3.8,4.2,4.8,3.8
10806928,3.8,4.3,2.8,3.6,3.8,2.6
10389148,4.8,4.8,3.8,3.8,3.3,3.2
10624360,4.6,4.7,4.8,4.8,4.6,4.7
1204462,3.7,4.8,4.6,4.6,4.8,4.6
10819547,3.6,4.8,3.8,3.8,4.3,3.8
10709690,4.7,4.8,4.6,4.2,4.6,4.8
10454885,4.1,4.8,3.6,4.6,4.8,4.1
10555857,3.8,4.8,3.8,4.8,3.8,3.8
10977938,3.6,3.8,3.6,3.7,2.8,3.8
10792071,3.6,3.6,2.6,3.5,3.6,2.6
10933821,4.1,4.8,4.6,3.6,4.1,3.6
10910331,3.6,3.8,2.8,2.7,2.7,3.6
10888548,4.1,4.6,4.8,3.6,4.6,4.6
10924848,4.1,4.7,3.6,3.6,3.6,4
10923137,2.8,3.8,3.8,2.8,3.8,2.8
10238353,4.7,3.8,4.8,3.8,3.8,4.6
10686880,4.8,4.8,4.8,3.8,4.8,4.1
11030538,4.7,4.8,4.8,4.8,4.8,4.8
10703420,3.6,4.8,3.6,3.3,3.8,3.2
10985826,3.8,4.8,3.8,3.8,4.7,3.8
10045556,4.6,4.8,4.8,4.7,4.7,4.7
10764145,4.3,4.8,3.8,3.7,4.3,3.7
11020316,3.7,3.8,3.8,3.8,3.8,2.7
10823232,3.5,4.3,3.4,3.8,3.6,3.5
10574735,4.3,4.8,3.8,4.3,3.8,3.8
1202067,2.8,2.8,2.6,1.7,1.8,1.6
10933839,4.6,4.8,3.6,4.7,3.8,4.6
10809314,4.8,4.8,3.8,3.8,3.6,4.1
10828171,3.1,4.2,3.6,3.7,2.7,2.7
10814286,3.1,3.8,2.4,3.6,2.4,3.6
10720691,4.8,4.3,4.8,4.8,4.8,3.8
10228201,4.1,4.6,4.8,4.6,4.6,4.7
10487840,4.8,4.8,4.8,4.3,4.8,4.8
10917759,4.6,4.8,4.8,4.7,4.8,4.6
10667598,2.8,3.3,2.8,2.3,2.8,2.3
10068660,2.8,1.8,1.8,2.8,1.8,2.7
1290377,3.7,2.8,3.8,2.6,3.1,3.3
10762197,4.8,4.8,4.8,4.8,4.7,4.7
10924860,3.8,3.8,4.8,4.6,4.8,4.8
10761248,3.8,4.8,3.8,4.8,3.8,2.8
10609521,3.8,4.8,4.6,4.8,4.8,4.8
10708684,4.8,4.8,3.8,3.7,3.8,3.8
11007568,2.8,2.8,3.8,2.8,3.3,2.8
10785148,4.3,4.8,4.8,4.8,4.7,4.8
10697035,3.8,3.8,3.6,3.8,3.8,3.8
10998696,4.8,4.8,3.8,4.7,4.7,3.8
1200938,3.8,4.8,4.8,4.7,4.8,4.8
10730941,2.7,3.3,3.8,2.8,3.8,3.3
10894767,3.7,4.8,4.8,4.7,4.6,4.6
10996590,3.6,4.8,4.6,4.8,4.8,4.5
10899093,4.6,4.8,4.8,4.8,4.6,4.6
10097878,4.8,4.8,4.6,4.5,4.7,4.7
10659915,3.8,4.8,4.8,3.8,4.3,3.8
10737106,3.7,4.8,3.8,3.8,4.3,3.8
1204448,4.3,4.8,4.8,3.8,4.8,4.6
10840738,3.3,4.3,3.6,3.8,3.3,3.3
10823620,3.6,4.8,3.8,3.8,4.6,3.8
10874810,3.6,3.7,3.6,3.6,3.8,3.8
10859922,3.8,3.3,3.8,3.8,3.8,4.8
10727854,4.2,4.8,4.6,4.6,4.7,4.1
11021890,3.6,4.8,3.8,3.7,3.8,3.8
10806874,3.8,4.3,3.8,3.7,2.8,2.8
10812860,4.8,4.8,4.8,3.8,4.8,4.8
10844844,4.8,4.8,4.8,3.7,4.3,4.8
11014953,4.1,4.8,3.6,4.7,4.6,4
10783089,4.6,4.8,3.8,4.8,4.6,3.8
10998631,3.8,4.8,3.8,3.8,3.8,3.8
10826815,4.8,4.8,4.8,3.8,3.8,4.8
10813257,3.6,4.3,2.8,2.6,3.8,3.2
11004900,4.8,4.6,4.6,4.6,4.6,4.6
10017042,3.8,4.8,3.8,3.8,3.8,3.8
10813712,2.8,2.8,2.8,2.8,2.7,2.6
10948005,3.8,3.8,3.8,3.3,2.8,2.8
10370947,3.8,3.8,3.8,3.8,3.8,2.8
10910320,3.8,3.8,3.8,3.8,4.3,3.8
10813216,3.8,3.8,4.8,3.8,3.8,3.8
10913926,3.7,4.8,3.6,3.7,4.3,3.8
10813215,3.7,4.8,3.8,3.8,3.8,3.8
10830521,3.6,4.7,4.6,4.6,3.6,4.4
10813215,3.8,4.3,3.8,3.8,3.8,3.8
10730850,4.1,3.8,4.6,3.6,4.8,3.6
1200833,3.8,4.8,3.6,3.8,4.8,2.7
10882902,4.2,4.8,3.6,3.6,4.3,3.6
10605588,4.8,4.8,3.6,3.6,3.8,2.6
10819520,3.6,4.8,4.6,3.7,4.7,4.6
11043410,4.4,4.8,4.6,4.1,4.6,3.9
10460281,4.8,4.8,4.8,4.8,4.8,4.8
10906524,3.8,4.8,3.8,4.8,4.8,3.7
10182486,4.6,4.8,3.6,4.8,4.8,4.6
1201783,4.8,4.8,4.8,4.8,4.8,4.8
10973758,4.8,4.8,3.8,4.7,4.8,4.8
10977934,4.7,4.8,4.8,4.7,4.6,4.6
10600016,4.8,4.8,4.8,4.7,4.8,4.8
10810403,4.8,4.8,4.8,4.8,4.8,4.6
10492687,4.6,4.8,4.8,4.8,4.8,4.8
10990101,4.8,4.8,4.8,4.8,4.8,4.8
10765315,4.7,4.8,4.6,4.8,4.8,4.6
10784317,4.6,4.8,4.4,4.5,4.6,4.6
10810330,4.7,4.8,3.8,4.1,4.8,3.7
11008807,4.7,4.8,4.8,4.8,4.8,4.8
10392134,4.6,4.8,4.6,4.5,4.6,4.6
10050175,4.8,4.8,4.8,4.8,4.3,4.8
10961011,4.8,4.8,3.8,4.8,4.8,3.8
10487879,4.8,4.8,4.6,4.8,4.8,4.8
1202499,4.6,4.8,4.8,4.8,4.8,4.8
10015371,4.8,4.8,4.8,4.8,4.8,4.8
11030545,4.6,4.8,4.6,4.6,4.1,4.1
10052994,4.8,4.8,4.8,4.6,4.8,4.8
10312257,3.7,4.3,3.6,3.7,4.8,4.6
10730854,4.7,4.8,4.8,4.8,4.8,4.2
10466116,4.8,4.8,4.8,4.8,4.8,4.3
1210122,4.8,4.3,4.8,4.8,4.8,4.8
10605469,4.8,4.8,4.8,4.8,4.8,4.8
1206201,4.7,4.8,4.8,4.1,3.8,4.7
10497590,4.6,3.6,4.6,4.6,4.6,4.1
10813222,3.8,4.3,3.8,3.8,3.8,3.8
10806918,3.8,4.3,4.8,4.8,4.3,3.8
10979239,3.6,3.8,2.8,3.8,3.8,2.8
11026767,3.7,4.3,3.8,3.6,3.8,3.6
1201243,4.7,4.8,4.8,4.2,4.7,4.3
10751205,3.8,3.8,3.8,3.8,4.3,3.8
1203860,3.8,4.8,3.8,3.8,3.8,3.7
10092833,4.3,4.8,3.8,3.8,4.8,3.8
10633098,3.8,3.8,3.6,3.8,3.7,3.8
10590032,3.8,4.8,3.8,3.3,3.8,2.8
10869255,4.3,4.8,4.8,4.8,4.8,4.3
11001786,4.3,4.8,4.8,4.8,4.8,4.8
10994893,2.6,3.8,2.8,3.3,2.6,2.8
10729822,4.2,4.8,4.6,3.6,4.6,3.6
10436015,4.7,4.8,3.8,4.6,4.7,3.8
10789190,4.8,4.8,3.8,3.8,3.8,3.3
10610878,3.8,4.8,3.8,3.8,4.8,3.8
10769359,4.8,4.7,3.8,4.1,3.7,3.7
10432747,3.4,4.8,3.8,3.6,3.7,3.7
10982361,3.6,4.8,3.6,3.6,3.8,3.1
11049787,3.6,4.8,3.8,3.6,3.6,3.7
10709811,3.8,4.8,3.8,3.8,3.8,3.8
1206097,3.7,4.8,3.6,3.8,3.7,3.7
10596033,3.8,4.8,3.8,3.8,3.8,3.8
11020961,4.8,4.8,4.6,4.6,4.6,4.5
10877521,4.8,4.8,4.8,3.7,4.8,4.3
10185612,4.7,4.3,3.8,3.8,3.8,3.8
1200971,4.7,4.8,4.8,4.3,4.8,4.8
10786678,4.8,4.8,3.8,4.8,4.3,4.3
10952452,4.6,4.1,3.6,3.6,4.6,4.6
10214300,4.6,4.8,4.8,4.8,4.8,4.8
10765305,3.8,4.8,3.8,4.8,4.7,4.3
10886728,2.8,3.3,2.8,2.8,2.8,2.8
10044233,2.7,2.8,2.6,2.7,2.8,3.6
11052270,4.7,4.8,4.6,4.7,4.7,4.6
10412018,4.8,4.8,4.8,4.8,4.6,4.8
10793708,4.8,4.8,4.8,4.6,4.8,4.8
32182555,3.8,4.8,3.8,3.8,3.8,3.8
10030809,4.7,4.8,3.8,4.6,4.7,4.2
11033477,4.8,4.8,4.8,4.8,4.8,3.8
10779225,4.8,4.8,4.6,4.8,4.8,4.6
10568445,3.8,4.3,3.8,3.2,3.8,3.8
10837793,3.7,4.8,3.8,4.8,4.3,4.8
10098168,4.8,3.8,4.8,3.8,3.8,4.6
10051510,4.7,4.8,4.8,4.8,4.8,4.8
10015243,4.3,4.8,3.8,4.3,4.3,3.7
10984171,3.7,4.8,3.8,4.3,4.3,4.8
10711842,3.7,4.8,4.8,3.6,4.8,4.1
10490472,4.8,4.3,3.8,4.3,4.3,4.3
10558462,4.8,4.3,3.8,4.8,4.8,4.3
10769374,4.3,4.8,3.8,3.8,3.8,3.8
10784774,4.8,3.8,4.6,3.8,4.8,4.3
10034281,3.8,4.3,2.8,3.2,3.8,3.8
10343920,4.7,4.8,4.8,4.7,4.8,4.8
10819530,3.8,4.3,4.8,4.2,3.8,4.8
11041092,3.8,3.8,3.8,3.8,3.8,3.3
10172134,4.8,4.8,4.8,4.8,4.3,4.1
10563062,3.8,3.8,2.8,3.7,3.8,3.6
10964851,3.8,3.8,3.8,3.7,3.8,3.8
10928232,4.2,3.8,4.8,3.8,4.2,4.3
10892066,3.8,3.8,3.8,3.8,3.8,3.8
10657035,3.6,4.3,3.6,3.5,3.9,3.3
11021508,3.8,3.8,3.6,3.7,3.7,3.6
10917731,3.8,3.8,4.8,3.8,3.8,3.8
10265384,3.7,4.3,3.8,3.7,3.8,3.6
10908622,3.8,3.8,3.8,3.8,3.8,3.8
10383500,3.8,2.8,4.8,3.8,3.8,3.8
10453155,2.7,3.8,2.8,2.8,2.8,2.8
10686919,4.2,4.8,3.6,4.7,4.8,3.6
10924859,3.8,4.8,3.8,4.8,4.8,4.8
10914398,3.6,4.8,4.6,4.5,3.6,3.1
77735,3.8,4.8,3.8,3.8,4.8,3.3
10690809,3.8,4.8,3.8,3.8,3.8,2.8
10729829,3.7,4.8,4.8,4.8,3.8,4.6
10136219,3.8,4.8,4.8,4.8,4.8,4.8
10358749,3.4,4.6,3.4,3.4,3.6,3.4
10730234,3.7,4.3,3.4,3.6,3.6,3.6
1290232,4.2,4.2,4.2,4.2,3.2,4.2
10871742,4.6,4.8,4.8,4.8,4.8,4.8
11018416,3.6,4.8,4.6,3.7,4.6,3.6
10026180,4.1,4.8,3.6,3.6,4.3,3.6
10230049,3.8,4.8,3.8,3.8,4.3,4.1
10515139,3.8,3.8,3.8,3.8,3.8,3.1
10933824,2.8,3.3,3.6,3.3,2.8,3.6
10172226,3.8,4.8,3.8,3.8,3.8,3.8
10977936,3.8,4.8,4.8,4.8,4.8,3.8
10435409,3.6,4.8,4.6,4.1,4.3,3.6
10580592,4.8,4.8,4.8,4.8,4.8,4.8
10322719,4.8,4.8,4.8,4.6,4.8,4.8
10643003,4.7,4.7,4.6,4.6,4.7,4
10871739,2.8,3.3,2.6,3.3,3.1,2.8
1201949,3.8,4.8,4.8,3.7,4.8,3.8
10917033,4.7,4.8,4.8,4.8,4.8,3.7
1205716,4.2,4.8,3.8,3.6,4.2,3.8
10462137,4.8,4.8,3.8,4.8,3.8,3.8
10875138,4.6,4.8,4.6,4.1,3.6,4.6
10147560,4.6,4.8,4.8,4.8,4.6,4.7
10442546,4.8,4.8,4.8,4.8,4.8,4.7
1201489,3.8,4.8,4.6,4.6,4.3,4.1
1204452,4.8,4.8,4.6,4.7,4.8,4.8
10098011,4.8,4.8,3.8,3.8,3.8,4.3
10190749,4.8,4.8,4.8,4.8,4.8,4.2
10355990,4.3,4.8,3.8,4.7,4.3,4.3
10784631,4.8,4.8,4.8,4.3,4.8,4.6
11033066,4.8,4.8,4.8,4.3,4.8,4.3
10719043,3.8,4.3,3.8,3.8,3.8,3.8
120915,3.8,3.8,3.8,3.5,3.7,3.6
1204378,4.2,3.8,4.8,3.6,4.2,4.8
10859923,3.3,3.8,3.6,3.1,3.7,3.8
10241235,3.8,4.3,3.8,3.8,3.8,4.3
10755261,3.7,3.7,3.6,3.6,3.6,3.6
162207,4.8,4.8,3.8,3.7,4.8,3.8
10082576,4.8,4.8,3.6,3.6,3.8,3.6
10095126,3.8,3.8,3.8,3.7,4.8,3.8
10998660,3.5,3.8,3.6,3.5,3.1,2.6
10542702,3.7,4.3,3.8,3.7,3.8,3.8
10718589,4.8,4.8,3.8,3.8,3.8,3.8
182189,3.8,3.8,2.8,2.8,2.8,2.8
10438792,2.7,3.8,3.8,3.6,3.7,3.2
10880312,4.7,4.8,4.8,4.8,4.8,4.8
10840745,4.8,4.8,4.8,4.8,4.7,4.3
151288,4.8,4.8,4.8,4.8,4.7,4.7
10680631,4.7,4.8,3.8,4.7,4.8,4.8
1204437,4.8,4.8,4.8,4.8,4.8,4.8
10690809,4.8,4.8,4.8,4.8,4.8,4.7
10478193,4.8,4.8,4.8,4.8,4.7,4.8
10016021,4.7,4.8,4.8,4.8,4.8,4.1
10370793,4.7,4.8,4.6,4.6,4.5,4.5
10139551,4.6,4.8,3.6,4.1,3.6,3.6
10961024,4.8,4.8,3.8,4.8,3.8,3.8
10611529,4.7,4.8,3.8,4.2,4.6,3.8
10864567,4.8,4.6,4.4,4.6,4.7,4.5
10816506,3.3,3.8,3.8,3.3,3.8,3.8
10232979,3.8,4.3,3.8,3.8,3.7,3.8
10769294,2.8,3.3,2.8,2.8,3.8,2.8
10429797,2.8,3.8,2.8,2.8,2.8,2.8
11017945,3.6,4.3,4.6,3.8,4.1,3.6
10837765,2.6,4.8,4.6,3.3,3.7,3.6
10784304,3.8,4.8,3.8,3.8,4.3,3.8
10803643,3.8,4.8,2.8,3.3,3.8,2.8
10171259,3.8,4.8,2.8,3.8,3.3,3.7
10783065,4.7,4.8,4.8,4.8,4.2,3.8
10456729,4.7,4.8,3.6,4.6,4.8,4.8
1206566,4.7,4.8,3.8,4.1,4.2,3.6
10947998,4.5,3.7,3.6,4.2,3.6,3.4
10092833,4.3,4.8,3.8,4.3,4.8,3.6
10190749,3.8,4.3,2.8,3.8,3.3,2.7
10548809,4.8,4.8,3.8,4.8,4.8,3.8
11011969,4.2,4.8,3.8,4.2,3.8,3.8
10914399,4.3,4.8,3.8,3.8,4.8,3.8
10819525,3.7,4.8,3.8,3.8,4.3,3.8
1210461,3.6,3.7,2.8,3.3,3.6,2.8
10172134,4.3,4.8,3.8,3.7,4.8,3.8
10961024,3.6,3.7,3.6,3.6,4.1,2.6
10937968,3.8,3.8,3.6,4.3,4.3,3.6
10961019,3.9,4.6,3.6,3.5,4.1,3.5
10750884,3.6,4.8,3.6,4.2,4.7,3.1
10791056,3.8,3.7,3.6,3.7,4.6,3.1
10784632,3.6,4.8,2.8,3.6,4.1,2.7
10823007,3.8,4.8,3.8,3.8,4.8,3.8
10719955,3.6,4.6,3.6,3.6,4.6,3.4
10375155,3.8,3.8,2.6,3.3,3.8,2.8
10125167,3.3,3.8,2.8,3.3,3.8,2.8
10840730,3.8,4.8,2.8,3.3,4.3,3.3
10379512,3.8,4.8,2.8,3.8,4.3,2.8
10826374,3.8,4.3,2.8,3.8,3.8,2.8
10619018,3.6,3.8,2.6,2.6,3.6,2.7
1206250,4.3,4.8,3.8,4.3,4.8,4.7
10327609,2.8,4.8,3.8,4.8,3.8,3.8
10281714,4.5,4.6,3.6,3.6,4.6,4.6
10941438,3.8,4.8,3.8,4.5,4.6,4.7
10461070,2.8,4.8,3.8,3.8,2.8,2.8
10823239,3.8,4.8,4.8,4.8,3.8,4.8
10903321,3.8,4.8,4.8,4.7,4.8,3.8
10912240,3.7,4.8,4.8,4.8,4.8,3.8
10168513,2.8,3.8,2.6,2.6,2.6,2.7
10826826,3.6,4.8,3.6,3.6,4.1,2.5
10759467,3.8,4.8,3.8,4.8,3.8,3.8
11014964,3.8,4.8,3.8,3.8,4.2,3.8
11000731,4.8,4.8,3.8,3.8,3.8,3.8
10750505,3.8,3.8,4.8,3.8,4.5,4.8
10686898,4.8,4.8,2.8,2.8,3.8,3.3
1200003,3.1,3.8,3.8,3.7,3.8,3.8
10365660,3.6,3.8,3.6,3.8,3.8,3.5
10328687,3.8,3.8,3.8,3.8,4.3,4.3
10727153,3.8,4.8,4.8,4.8,4.3,4.3
1201966,3.6,4.8,4.8,4.8,4.8,4.8
10994887,2.8,3.8,3.8,3.8,3.8,3.8
10015196,3.8,3.8,3.8,3.8,3.8,3.7
10727242,3.8,3.8,3.8,4.7,3.8,4.6
10232979,4.3,4.8,3.8,3.3,3.3,3.8
10864567,3.2,4.2,4.6,2.6,3.8,2.5
10618256,3.8,4.8,3.8,3.7,4.8,3.8
133627,4.7,4.8,4.4,4.8,4.6,4.5
10875615,4.2,4.8,4.6,4.6,4.7,4.5
10871744,3.8,4.7,3.8,4.7,4.7,3.6
10856875,3.7,4.8,3.8,4.3,3.8,3.8
10587574,3.8,4.8,3.8,3.7,3.6,3.8
1200584,3.6,3.8,2.8,3.1,3.8,3.8
1200303,4.1,4.8,4.6,4.6,4.7,3.7
10458118,4.3,4.8,3.8,4.8,4.8,4.8
10864884,4.8,4.8,4.8,4.7,4.8,4.8
10964868,4.8,4.8,4.8,4.8,4.8,4.8
11030383,4.8,4.8,4.8,3.8,4.8,4.8
10645094,3.7,4.8,3.8,3.6,3.8,3.7
10755255,3.8,4.3,3.8,3.3,3.8,2.8
1201580,4.6,4.8,4.6,4.6,4.8,4.7
10307166,4.6,4.8,4.6,3.6,4.8,4.6
1210335,3.8,4.8,3.6,3.8,4.7,3.8
10794999,2.6,3.8,3.6,3.6,3.7,3.1
11032875,4.8,4.8,4.8,4.8,4.8,4.8
10263523,4.4,4.8,4.6,3.6,4.3,4.7
10293753,3.6,4.3,3.8,3.8,3.8,3.8
10473316,3.8,3.8,2.8,3.3,3.8,3.3
10813192,3.6,4.8,4.6,4.1,4.8,3.7
10826369,3.8,4.8,4.6,4.8,4.8,4.6
10985824,3.8,3.8,3.8,3.6,4.6,3.6
10810350,3.8,3.8,3.8,3.8,3.8,3.3
10501871,3.7,4.3,3.8,3.8,3.8,2.8
10059982,3.8,4.8,3.8,2.8,3.7,3.8
10813256,3.6,4.8,3.6,2.6,2.6,2.6
10036139,3.8,3.8,2.6,2.8,2.5,2.8
10729190,2.8,3.3,1.8,2.8,1.8,2.8
10779227,2.8,4.3,3.8,2.6,3.6,3.7
10232350,4.7,4.8,3.8,4.6,3.6,3.6
10998651,2.8,3.3,2.6,2.8,2.8,2.6
1203962,3.8,3.8,3.6,3.8,3.8,3.7
10762725,2.8,2.8,3.8,2.8,3.3,2.8
10894770,4.3,4.8,4.8,3.8,4.7,4.8
10166200,4.7,4.8,4.6,3.7,4.8,4.7
10809747,3.8,3.7,3.6,3.8,4.7,3.7
10643451,3.8,4.8,3.8,4.3,3.8,3.6
11001817,3.8,3.8,3.6,4.6,4.8,4.7
10850948,3.7,4.8,4.6,3.7,4.6,3.5
10596545,4.8,4.8,3.8,3.6,3.7,4.1
10964859,4.3,4.8,3.8,4.3,3.8,3.8
10875136,3.7,4.3,3.4,3.6,4.6,3.4
1210035,3.8,4.8,3.8,4.3,4.8,3.7
10844872,4.8,4.8,4.8,4.8,4.8,4.2
10759486,4.6,4.8,4.6,4.7,4.6,4.6
1203672,4.8,4.8,4.6,4.6,4.8,4.5
10903335,4.8,4.8,4.8,4.8,4.8,4.8
10844841,4.6,4.8,4.6,4.6,4.6,4.6
10816829,4.3,4.8,3.8,4.8,4.8,3.8
10886041,4.1,4.8,4.6,4.6,4.8,4.6
10903313,4.8,4.8,4.6,4.7,4.6,4.6
10761859,4.8,4.8,4.8,4.8,4.8,4.8
10894772,4.7,4.8,4.8,4.7,4.8,4.2
1200601,4.2,4.8,3.8,3.7,4.6,3.6
10209843,4.8,4.8,3.6,4.7,4.8,3.6
10818897,4.8,4.8,4.8,4.8,4.8,4.8
10171259,4.7,4.8,3.8,4.3,4.8,4.3
11014962,4.3,4.8,4.6,4.1,4.3,3.2
10847721,4.8,4.8,3.8,4.8,3.8,4.8
10937966,4.6,4.8,4.6,4.6,4.8,4.6
10864885,4.6,4.6,3.6,3.9,4.6,4
11026537,4.8,4.8,3.6,4.8,4.6,4.5
10030718,4.8,4.8,3.8,4.7,4.2,3.8
11048130,4.8,4.8,4.8,4.8,4.3,4.8
10947412,4.7,4.7,3.6,4.6,4.1,4.6
10888543,4.8,4.8,4.8,4.7,4.8,4.8
10271462,4.8,4.8,4.8,4.8,4.3,4.8
10981642,4.8,4.8,3.6,4.4,4.6,4.6
10189106,4.8,4.8,4.8,4.6,4.2,4.1
11001761,3.8,4.8,3.8,3.6,4.7,4.3
10762063,3.8,4.8,3.8,3.8,4.8,3.8
10321287,4.8,4.8,4.8,4.6,4.8,4.8
10510598,4.2,4.8,4.6,3.6,4.6,4.1
10717719,4.3,4.8,4.8,3.8,4.7,3.8
10621394,4.3,4.8,3.8,4.8,4.8,3.8
10729813,3.8,4.8,3.8,3.6,4.8,3.7
1204529,4.3,4.8,4.8,4.8,4.8,3.8
10892069,4.6,4.8,4.6,4.6,4.8,4.6
10634094,3.8,4.8,4.8,3.8,3.8,3.8
10518768,4.6,4.4,4.6,4.6,4.6,3.6
10980996,4.8,4.8,4.8,4.8,4.8,3.8
10706285,4.8,4.8,4.8,4.8,4.8,4.3
10782979,4.7,4.8,3.8,4.3,4.3,3.6
10874813,4.8,4.8,4.8,4.8,4.8,4.8
10892069,3.2,4.7,3.6,3.7,3.8,3.1
10844589,3.8,3.8,3.8,3.8,3.8,3.8
10761851,2.8,3.8,3.8,3.3,4.3,4.3
1207037,3.3,3.8,3.6,3.7,3.8,3.2
10809291,2.8,2.8,2.6,3.2,2.7,2.8
1201743,4.3,4.3,2.8,4.8,3.8,4.3
10254277,3.7,3.8,3.8,3.8,4.3,3.8
10670566,4.2,4.8,4.6,4.3,4.8,4.6
10599331,3.8,4.8,3.8,3.8,4.2,2.8
10342157,4.2,4.8,3.8,4.8,4.8,4.1
1200927,3.7,4.8,3.6,3.6,4.6,3.4
10199723,3.7,4.3,3.8,3.8,3.7,3.8
10800303,4.3,4.8,4.8,4.3,4.8,4.8
10442925,3.3,3.3,2.8,3.5,3.7,2.8
10232350,4.6,4.8,4.8,4.1,3.6,3.6
10840739,4.7,3.7,3.6,3.6,3.6,3.7
11026026,4.6,4.8,4.6,4.3,4.8,4.6
10935399,4.8,4.8,4.6,4.8,3.6,4.6
10933810,4.8,4.8,4.8,4.5,4.8,4.8
10894783,3.8,4.8,3.8,3.8,3.8,3.8
10751196,4.7,4.8,4.6,4.7,4.8,4.8
10246083,3,3.8,2.6,3.6,3.8,2.6
10656580,4.8,4.8,4.8,4.8,4.8,4.8
10856135,3.8,4.8,3.8,4.8,4.8,4.8
10017036,4.7,4.8,4.6,4.8,4.3,4.7
10747520,4.1,4.8,4.8,4.3,3.8,3.7
10347267,3.8,3.8,3.8,3.8,3.8,3.7
10984169,3.5,4.8,3.8,4.8,3.8,3.8
10408867,4.8,4.8,4.8,4.7,4.8,4.8
10788558,4.8,4.8,4.8,3.8,4.3,4.3
10751195,2.6,4.2,2.6,2.6,3.8,3.6
10670499,4.8,4.8,4.8,3.8,4.8,4.8
10826407,4.3,4.8,3.8,3.6,4.6,4.2
10289356,4.8,4.8,3.8,4.8,4.3,3.8
10785150,3.8,4.8,3.6,3.2,3.6,2.8
10940760,3.8,4.8,2.8,3.8,4.3,3.3
10755317,4.3,4.8,3.8,4.8,3.8,3.8
10940760,4.3,4.8,3.8,3.8,3.8,3.8
10935399,3.8,4.3,3.8,3.8,3.8,2.8
11008803,4.3,4.8,3.8,3.8,4.3,3.8
10104643,4.7,4.8,4.8,3.7,4.8,4.3
10928310,3.4,3.6,2.4,3.4,3.4,2.3
10533045,3.8,3.8,2.8,3.7,3.8,2.8
10706677,3.8,3.8,2.6,3.8,3.8,3.6
10014763,3.8,4.8,3.8,3.8,3.8,3.7
10076048,3.8,4.8,3.8,3.8,3.8,3.8
10068138,2.8,3.8,2.8,2.8,2.3,1.8
1210540,4.8,4.8,4.8,4.8,4.8,4.8
10125388,3.8,3.8,2.8,3.8,3.7,2.8
10078093,3.7,3.8,2.8,3.6,3.7,2.8
10563363,3.7,3.8,2.6,3.7,3.7,2.6
10485244,2.8,4.8,2.8,3.7,4.8,2.7
10993873,4.4,4.8,4.6,4.1,4.6,4.4
10783064,4.8,4.3,4.8,3.8,4.8,4.3
11047175,4.8,4.8,4.8,4.8,4.8,4.8
10224381,3.6,4.8,3.6,4.1,4.6,3.1
10801226,3.8,4.8,3.8,3.8,4.8,3.2
10595747,3.8,4.8,4.6,4.6,4.8,4.1
10402967,3.3,4.3,2.6,4.3,4.6,2.3
10973760,4.8,4.8,4.8,4.8,4.8,4.8
10985815,3.8,4.8,3.8,3.6,4.7,3.6
10590177,3.3,3.8,2.8,3.3,3.3,3.8
10833906,3.8,4.3,3.8,4.3,4.8,3.3
10791105,4.8,4.8,4.8,3.8,4.8,4.3
10809283,4.3,4.8,4.8,3.8,3.8,3.8
1206125,3.7,4.8,3.8,3.8,4.2,3.8
10928236,4.1,4.8,3.6,3.6,3.6,3.6
10961011,3.3,3.8,3.8,2.8,3.8,3.8
10956584,3.8,4.8,3.8,3.8,3.6,3.7
10809287,2.8,3.8,2.8,3.8,4.8,3.6
10994911,2.8,4.8,3.8,4.8,3.8,3.8
10405731,4.8,4.8,4.8,4.6,4.8,4.8
10680651,3.8,3.8,2.8,3.8,3.8,2.6
10803644,4.3,4.8,3.8,3.8,3.7,3.7
11038606,4.6,4.8,4.6,3.8,4.8,4.3
