Mejores prácticas,Desviación positiva,Desviación negativa,SFIA competencias duras,Desempeño,Soft skills,Clase
62.01998648555487,32.85843810436192,15.262468417314937,89.23911295010559,93.40631012012389,87.97848901094015,Bronce
84.37069256889562,76.32625430039764,57.754335795225664,84.15653540271323,94.54475799036966,89.36424817842854,Plata
94.53236583615882,94.91458759512994,76.7692433914515,84.97207842890298,95.49550006423974,93.6589726385731,Oro
